编号	专业分类	年级	性别	Q1	Q2	Q3	Q4	Q5	Q61	Q62	Q63	Q64	Q65	Q66	Q67	Q68	Q69	Q610	Q611	Q612	Q613	Q614	Q615	Q616
827	 	4	2	2	5	2	3	2	5	5	5	5	4	4	4	4	4	4	5	4	3	4	5	3
828	2	5	2	2	5	3	3	3	5	5	5	5	4	4	4	3	4	4	4	2	4	3	5	3
829	4	5	2	2	5	2	3	3	5	5	5	5	4	4	4	4	4	4	3	2	2	2	3	4
830	4	5	2	2	5	2	3	3	5	5	5	5	4	4	4	3	4	4	5	3	4	4	5	5
831	4	6	2	2	5	1	3	3	5	5	5	5	4	4	4	3	4	4	4	3	4	3	5	4
832	4	 	2	2	5	2	3	3	5	5	5	5	4	4	4	5	4	4	5	3	3	1	5	5
833	3	 	2	3	5	2	3	2	5	5	5	5	4	4	4	4	4	4	4	3	4	3	2	3
834	4	 	2	3	5	2	3	2	5	5	5	5	4	4	4	4	4	4	3	2	3	4	2	4
835	3	 	2	3	5	2	3	2	5	5	5	5	4	4	4	4	4	4	3	2	3	2	4	3
836	1	 	2	3	5	1	3	4	5	5	5	5	4	4	4	4	4	4	3	5	3	4	5	1
837	3	 	2	3	5	2	3	2	5	5	5	5	4	4	4	2	4	4	3	4	2	2	2	2
838	3	 	2	3	5	2	3	2	5	5	5	5	4	4	4	2	4	4	3	4	2	2	2	2
839	2	1	2	3	5	1	3	2	5	5	5	5	4	4	4	1	4	4	3	3	3	3	4	4
840	3	2	2	3	5	2	3	2	5	5	5	5	4	4	4	1	4	4	3	2	4	4	5	3
841	3	2	2	3	5	4	3	3	5	5	5	5	4	4	4	4	4	4	4	2	3	3	4	3
842	3	2	2	3	6	2	3	3	5	5	5	5	4	4	4	2	4	4	1	2	3	3	4	5
843	4	2	2	3	6	2	3	3	5	5	5	5	4	4	4	3	4	4	1	3	3	3	3	4
844	3	2	2	3	6	3	3	2	5	5	5	5	5	4	4	2	4	4	2	3	2	4	2	4
845	2	2	2	3	6	2	3	2	5	5	5	5	5	4	4	3	4	4	3	2	4	3	3	1
846	3	2	2	3	6	2	3	1	5	5	5	5	5	4	4	5	4	4	4	3	4	4	5	3
847	3	3	2	3	6	2	3	2	5	5	5	5	5	4	4	2	4	4	4	2	5	5	4	5
848	3	3	2	3	6	2	3	2	5	5	5	5	5	4	4	3	4	4	3	3	4	3	4	4
849	3	4	2	3	6	1	3	2	5	5	5	5	5	4	4	4	4	4	3	2	3	4	4	2
850	3	5	2	3	6	2	3	2	5	5	5	5	5	4	4	2	4	4	5	3	3	4	5	2
851	1	5	2	3	6	1	3	2	5	5	5	5	5	4	4	2	4	4	5	3	3	2	4	4
852	3	5	2	3	6	3	3	3	5	5	5	5	5	4	4	3	4	4	3	3	3	4	4	4
853	3	 	2	3	6	2	3	2	5	5	5	5	5	4	4	4	4	4	5	4	2	4	3	3
854	3	 	2	3	6	2	3	2	5	5	5	5	5	4	4	1	4	4	5	3	3	4	4	4
855	4	4	2	3	6	2	3	1	5	5	5	5	5	4	4	3	4	4	3	1	2	2	4	1
856	2	1	2	3	6	2	3	2	5	5	5	5	5	4	4	2	4	4	2	1	3	2	4	5
857	1	1	2	3	6	2	3	3	5	5	5	5	5	4	4	4	4	4	3	5	3	5	4	3
858	1	1	2	3	6	1	3	5	5	5	5	5	5	4	4	3	4	4	2	2	3	4	4	4
859	2	1	2	3	6	1	3	2	5	5	5	5	5	4	4	3	4	4	3	4	3	2	4	5
860	2	1	2	3	6	2	3	5	5	5	5	5	5	4	4	1	4	4	2	2	5	4	3	2
861	1	2	2	3	6	1	3	5	5	5	5	5	5	4	4	4	4	4	2	2	3	4	4	2
862	2	2	2	3	6	2	3	2	5	5	5	5	5	4	4	2	4	4	5	2	1	4	3	3
863	4	2	2	3	6	1	3	2	5	5	5	5	5	4	4	4	4	4	3	5	4	3	3	2
864	2	2	2	3	6	2	3	2	5	5	5	5	5	4	4	2	4	4	1	3	4	4	4	3
865	3	3	2	3	6	2	3	3	5	5	5	5	5	4	4	3	4	4	4	4	2	3	3	3
866	1	3	2	3	6	1	3	2	5	5	5	5	5	4	4	2	4	4	3	3	3	4	4	4
867	2	3	2	3	6	1	3	2	5	5	5	5	5	4	4	2	4	4	5	5	4	3	4	1
868	4	3	2	3	6	2	3	5	5	5	5	5	5	4	4	4	4	5	3	4	4	4	5	3
869	2	4	2	3	6	2	3	5	5	5	5	5	5	4	4	5	4	5	3	4	3	3	3	2
870	3	4	2	3	6	3	3	4	5	5	5	5	5	4	5	3	4	5	4	4	3	5	4	5
871	2	4	2	3	6	2	3	2	5	5	5	5	5	4	5	4	5	5	3	3	4	4	4	3
872	4	5	2	3	6	2	3	3	5	5	5	5	5	4	5	3	5	5	4	3	3	4	4	3
873	4	1	2	3	6	2	3	2	5	5	5	5	5	4	5	3	5	5	1	3	3	4	5	3
874	4	1	2	3	6	1	3	3	5	5	5	5	5	4	5	2	5	5	2	4	3	4	2	2
875	4	1	2	3	6	1	3	1	5	5	5	5	5	5	5	4	5	5	4	3	3	3	5	1
876	4	2	2	3	6	1	3	3	5	5	5	5	5	5	5	3	5	5	4	3	3	3	4	2
877	4	2	2	3	6	2	3	2	5	5	5	5	5	5	5	3	5	5	4	5	2	3	4	2
878	3	2	2	3	6	2	3	5	5	5	5	5	5	5	5	2	5	5	4	4	4	4	4	3
879	4	3	2	3	6	2	3	2	5	5	5	5	5	5	5	4	5	5	3	4	4	4	5	4
880	4	3	2	3	6	2	3	2	5	5	5	5	5	5	5	4	5	5	5	3	4	4	5	3
881	4	3	2	3	6	2	3	2	5	5	5	5	5	5	5	2	5	5	4	3	4	3	5	2
882	2	4	2	3	6	1	3	2	5	5	5	5	5	5	5	3	5	5	4	2	3	3	3	0
883	2	4	2	3	6	2	3	3	5	5	5	5	5	5	5	2	5	5	5	2	2	2	5	3
884	4	6	2	3	6	2	3	3	5	5	5	5	5	5	5	3	5	5	3	3	3	3	3	3
885	3	1	2	4	6	3	3	3	5	5	5	5	5	5	5	4	5	5	4	3	3	5	5	4
886	4	2	2	4	6	2	3	3	5	5	5	5	5	5	5	3	5	5	5	3	4	3	5	4
887	3	2	2	4	6	3	3	2	5	5	5	5	5	5	5	2	5	5	3	3	3	4	4	4
888	1	3	2	4	6	1	3	3	5	5	5	5	5	5	5	4	5	5	4	5	2	3	3	4
889	4	3	2	4	6	2	3	2	5	5	5	5	5	5	5	2	5	5	4	2	3	4	4	2
890	3	3	2	4	6	2	3	2	5	5	5	5	5	5	5	2	5	5	3	3	4	3	3	5
891	3	3	2	4	6	2	4	2	5	5	5	5	5	5	5	1	5	5	3	3	5	5	1	1
892	4	3	2	4	6	2	4	3	5	5	5	5	5	5	5	3	5	5	5	2	3	3	5	2
893	3	3	2	4	6	2	4	1	5	5	5	5	5	5	5	2	5	5	3	2	4	4	5	3
894	3	4	2	4	6	2	4	2	5	5	5	5	5	5	5	3	5	5	3	4	3	2	3	3
895	3	4	2	4	6	3	4	2	5	5	5	5	5	5	5	3	5	5	3	4	4	4	3	3
896	4	 	2	4	6	2	4	1	5	5	5	5	5	5	5	4	5	5	2	2	5	5	1	4
897	2	2	2	4	6	2	4	2	5	5	5	5	5	5	5	2	5	5	2	2	2	2	2	2
898	2	3	2	4	6	2	4	3	5	5	5	5	5	5	5	2	5	5	5	3	3	4	5	3
899	2	3	2	4	6	2	4	2	5	5	5	5	5	5	5	2	5	5	3	5	5	5	5	5
900	1	3	2	4	6	2	4	3	5	5	5	5	5	5	5	4	5	5	4	3	3	4	4	5
901	1	3	9	4	6	2	4	2	5	5	5	5	5	5	5	3	5	5	3	4	4	3	4	3
902	2	3	9	4	6	2	4	2	5	5	5	5	5	5	5	3	5	5	3	1	1	4	4	1
903	2	4	9	4	6	2	4	2	5	5	5	5	5	5	5	5	5	5	4	2	2	5	5	3
904	4	 	9	4	6	2	4	1	5	5	5	5	5	5	5	5	5	5	4	2	4	4	5	3
905	2	2	9	4	6	2	4	1	5	5	5	5	5	5	5	1	5	5	3	3	3	2	4	3
906	4	2	9	4	6	3	4	3	5	5	5	5	5	5	5	2	5	5	4	2	4	4	5	3
907	4	2	9	4	6	2	4	2	5	5	5	5	5	5	5	5	5	5	1	2	2	2	1	2
908	4	2	9	4	6	1	4	2	5	5	5	5	5	5	5	1	5	5	5	5	5	5	5	5
909	4	3	9	4	6	2	4	2	5	5	5	5	5	5	5	2	5	5	4	2	3	4	4	2
910	4	3	9	4	6	2	4	2	5	5	5	5	5	5	5	2	5	5	5	4	4	3	5	3
911	4	3	9	4	6	2	4	5	5	5	5	5	 	5	5	3	5	5	3	3	3	3	4	3
912	4	3	9	4	6	2	4	1	5	5	5	5	 	5	5	1	5	5	4	2	4	4	4	3
913	4	4	9	4	6	2	4	4	5	5	5	5	 	5	5	3	5	5	5	2	4	4	5	4
914	4	4	9	4	6	3	4	2	5	5	5	5	 	0	5	2	5	5	5	2	2	2	5	3
915	2	4	9	4	 	1	4	3	5	5	5	5	 	1	5	3	5	5	3	5	3	5	5	5
916	2	4	9	4	 	1	 	3	5	5	5	5	 	0	0	4	5	5	5	0	5	3	5	5
917	4	2	9	4	 	3	 	2	5	5	0	 	 	0	0	2	0	5	2	3	 	 	 	 
918	1	1	9	4	 	2	 	5	5	5	 	 	 	0	0	2	0	0	4	4	2	3	5	5
919	4	3	9	 	 	2	 	2	5	5	 	 	 	0	0	2	0	0	4	3	3	4	3	3
